querytime,id,occupancy,from,to,train_series,train_direction,train_type
2017-02-07 16:30:00+01:00,-1,high,8813003,8812005,400,away,IC
2017-02-07 17:14:25+01:00,-1,medium,8814001,8814332,23700,back,S
2017-02-07 17:25:02+01:00,-1,high,8813003,8833001,500,away,IC
2017-02-07 17:25:40+01:00,-1,low,8822004,8821121,2000,away,IC
2017-02-07 17:26:52+01:00,-1,low,8864006,8865003,8600,away,P
2017-02-07 17:26:56+01:00,-1,low,8864345,8864006,8600,away,P
2017-02-07 17:49:58+01:00,-1,low,8822525,8822533,4100,away,IC
2017-02-07 18:03:35+01:00,-1,high,8812005,8811916,86500,away,S
2017-02-07 18:07:55+01:00,-1,medium,8892007,8895802,8900,away,P
2017-02-07 18:26:32+01:00,-1,high,8811429,8811437,86500,away,S
2017-02-07 18:26:36+01:00,-1,high,8811437,8811445,86500,away,S
2017-02-07 18:26:40+01:00,-1,high,8811445,8811460,86500,away,S
2017-02-07 18:27:11+01:00,-1,high,8811445,8811460,86500,away,S
2017-02-07 18:29:42+01:00,-1,high,8811445,8811460,86500,away,S
2017-02-07 18:34:20+01:00,-1,high,8811510,8811528,86500,away,S
2017-02-07 18:34:28+01:00,-1,high,8811460,8811510,86500,away,S
2017-02-07 18:34:48+01:00,-1,high,8886009,8886348,3200,back,IC
2017-02-07 18:38:32+01:00,-1,high,8811528,8811536,86500,away,S
2017-02-07 18:40:03+01:00,-1,medium,8811536,8811544,86500,away,S
2017-02-07 18:46:56+01:00,-1,medium,8811544,8811601,86500,away,S
2017-02-07 19:20:38+01:00,-1,high,8812005,8812021,2000,away,
2017-02-07 19:20:59+01:00,-1,medium,8895505,8895612,7500,away,
2017-02-07 19:21:15+01:00,-1,medium,8895570,8895208,7900,away,
2017-02-07 20:21:56+01:00,-1,high,8814001,8814258,2000,back,IC
2017-02-07 22:10:53+01:00,-1,medium,8872009,8812005,4500,away,IC
2017-02-07 22:57:23+01:00,-1,low,8893559,8892007,3600,back,IC
2017-02-08 05:46:31+01:00,-1,low,8831112,8831005,2200,back,IC
2017-02-08 06:54:57+01:00,-1,low,8812070,8812062,37000,back,S
2017-02-08 06:55:02+01:00,-1,low,8812062,8812047,37000,back,S
2017-02-08 06:55:06+01:00,-1,low,8812047,8812021,37000,back,S
2017-02-08 07:10:59+01:00,-1,low,8814423,8814308,53500,back,S
2017-02-08 07:13:53+01:00,-1,low,8831401,8833209,7300,away,P
2017-02-08 08:07:35+01:00,-1,high,8841004,8863008,3800,back,IC
2017-02-08 08:11:55+01:00,-1,high,8892007,8814001,2800,away,IC
2017-02-08 08:12:01+01:00,-1,high,8814001,8813003,2800,away,IC
2017-02-08 10:06:18+01:00,-1,low,8814464,8814456,73400,away,S
2017-02-08 10:42:30+01:00,-1,low,8891124,8892007,500,away,L
2017-02-08 13:24:26+01:00,-1,low,8814126,8814001,11900,away,S
2017-02-08 13:24:33+01:00,-1,medium,8814001,8883311,11900,away,S
2017-02-08 14:52:48+01:00,-1,medium,8814001,8872009,2000,back,IC
2017-02-08 17:15:25+01:00,-1,low,8891116,8891140,8000,away,P
2017-02-08 17:35:51+01:00,-1,low,8846201,8400219,5300,away,IC
2017-02-08 23:34:49+01:00,-1,high,8811304,8863404,2400,away,IC
2017-02-09 00:49:35+01:00,-1,low,8833001,8811742,203000,back,S
2017-02-09 06:03:31+01:00,-1,low,8821907,8822004,3400,back,IC
2017-02-09 07:29:02+01:00,-1,medium,8833001,8812005,7400,away,P
2017-02-09 07:39:06+01:00,-1,medium,8822715,8822608,2700,back,L
2017-02-09 07:39:14+01:00,-1,high,8822608,8822004,2700,back,L
2017-02-09 07:39:18+01:00,-1,high,8822004,8822475,2700,back,L
2017-02-09 07:39:22+01:00,-1,high,8822475,8822517,2700,back,L
2017-02-09 07:41:28+01:00,-1,medium,8833001,8811916,93200,back,S
2017-02-09 08:43:00+01:00,-1,low,8811676,8811411,85600,back,S
2017-02-09 08:43:40+01:00,-1,low,8811676,8811411,85600,back,S
2017-02-09 08:43:45+01:00,-1,low,8811676,8811411,85600,back,S
2017-02-09 08:58:24+01:00,-1,low,8812070,8812062,32200,back,S
2017-02-09 09:01:51+01:00,-1,low,8814001,8892007,500,back,IC
2017-02-09 09:06:30+01:00,-1,low,8812062,8812047,32200,back,S
2017-02-09 09:06:34+01:00,-1,low,8812047,8812021,32200,back,S
2017-02-09 11:36:42+01:00,-1,medium,8891009,8813003,1500,away,IC
2017-02-09 14:34:31+01:00,-1,low,8811304,8863008,4600,away,IC
2017-02-09 16:30:59+01:00,-1,medium,8814126,8814001,11900,away,S
2017-02-09 17:48:40+01:00,-1,high,8812005,8812070,32200,away,S
2017-02-09 17:48:49+01:00,-1,high,8812005,8812021,32200,away,S
2017-02-09 18:00:08+01:00,-1,high,8812062,8812070,32200,away,S
2017-02-09 18:00:12+01:00,-1,high,8812070,8812112,32200,away,S
2017-02-09 20:57:49+01:00,-1,high,8896008,8891702,2300,back,IC
2017-02-09 21:12:56+01:00,-1,high,8814464,8811411,4000,away,IC
2017-02-10 02:35:41+01:00,-1,low,8892007,8891009,500,back,L
2017-02-10 07:20:52+01:00,-1,high,8895802,8895836,7000,away,P
2017-02-10 08:20:10+01:00,-1,high,8814001,8814126,11900,back,S
2017-02-10 08:28:13+01:00,-1,low,8892007,8891009,1800,back,IC
2017-02-10 08:58:11+01:00,-1,medium,8895802,8895836,3600,away,
2017-02-10 10:04:59+01:00,-1,low,8821246,8821337,11700,back,S
2017-02-10 10:17:27+01:00,-1,low,8863008,8861200,2100,back,IC
2017-02-10 10:22:59+01:00,-1,medium,8892007,8814001,2800,away,IC
2017-02-10 10:23:04+01:00,-1,medium,8814001,8813003,2800,away,IC
2017-02-10 13:11:20+01:00,-1,low,8892106,8892205,3600,back,IC
2017-02-10 15:41:13+01:00,-1,high,8813003,8814001,8900,away,P
2017-02-10 16:05:07+01:00,-1,medium,8814001,8892007,500,back,IC
2017-02-10 17:18:19+01:00,-1,low,8813003,8813045,11700,away,S
2017-02-10 17:44:18+01:00,-1,low,8814001,8814258,8700,away,P
2017-02-10 19:48:29+01:00,-1,medium,8896008,8896503,700,away,IC
2017-02-10 22:53:27+01:00,-1,low,8821006,8821121,11900,back,S
2017-02-11 07:56:42+01:00,-1,low,8831807,8833605,1500,back,IC
2017-02-11 08:30:29+01:00,-1,low,8882107,8814001,3300,away,IC
2017-02-11 10:19:28+01:00,-1,low,8892338,8895802,3600,away,IC
2017-02-11 11:59:51+01:00,-1,high,8892007,8891009,1500,back,IC
2017-02-11 12:27:06+01:00,-1,high,8892007,8821006,700,back,IC
2017-02-11 12:45:01+01:00,-1,low,8811676,8811601,86300,back,S
2017-02-11 12:45:06+01:00,-1,medium,8811601,8811916,86300,back,S
2017-02-11 12:46:27+01:00,-1,low,8819406,8811221,1900,back,IC
2017-02-11 16:26:47+01:00,-1,high,8874724,8874716,3800,back,IC
2017-02-11 16:26:52+01:00,-1,low,8874716,8874609,3800,back,IC
2017-02-11 16:26:56+01:00,-1,medium,8863008,8874724,3800,back,IC
2017-02-11 16:27:00+01:00,-1,medium,8874724,8874716,3800,back,IC
2017-02-12 09:27:57+01:00,-1,low,8891702,8891009,12800,away,IC
2017-02-12 09:37:36+01:00,-1,high,8814167,8813003,11900,away,S
2017-02-12 09:37:40+01:00,-1,low,8814167,8813003,11900,away,S
2017-02-12 16:34:44+01:00,-1,medium,8821006,8821121,2900,away,IC
2017-02-12 18:20:23+01:00,-1,medium,8896503,8892007,700,back,IC
2017-02-12 18:37:42+01:00,-1,high,8896305,8896370,700,back,IC
2017-02-12 19:37:33+01:00,-1,high,8814001,8891009,2800,back,IC
2017-02-12 20:07:05+01:00,-1,high,8812005,8833001,500,away,IC
2017-02-12 21:01:37+01:00,-1,low,8822111,8822004,8900,away,P
2017-02-12 21:01:41+01:00,-1,high,8892106,8892080,8900,away,P
2017-02-12 21:06:09+01:00,-1,high,8896149,8892007,700,back,IC
2017-02-12 22:31:19+01:00,-1,low,8833159,8833001,206400,away,S
2017-02-13 06:45:01+01:00,-1,high,8883113,8814308,1700,away,IC
2017-02-13 07:11:55+01:00,-1,high,8833001,8819406,3600,back,IC
2017-02-13 07:44:49+01:00,-1,medium,8811601,8811304,7600,away,P
2017-02-13 08:00:19+01:00,-1,high,8833159,8833134,203000,away,S
2017-02-13 08:00:25+01:00,-1,high,8833134,8833126,203000,away,S
2017-02-13 08:00:29+01:00,-1,high,8833126,8833001,203000,away,S
2017-02-13 09:18:07+01:00,-1,low,8812070,8812062,32200,back,S
2017-02-13 09:18:11+01:00,-1,low,8812062,8812047,32200,back,S
2017-02-13 09:18:15+01:00,-1,low,8812047,8812021,32200,back,S
2017-02-13 09:18:19+01:00,-1,low,8812021,8812005,32200,back,S
2017-02-13 09:18:23+01:00,-1,low,8812005,8813003,32200,back,S
2017-02-13 11:09:08+01:00,-1,low,8892007,8893534,500,away,L
2017-02-13 11:27:35+01:00,-1,medium,8819406,8814001,3600,back,IC
2017-02-13 11:49:32+01:00,-1,low,8833001,8831005,206400,away,S
2017-02-13 14:28:24+01:00,-1,high,8821006,8821071,3300,away,IC
2017-02-13 15:43:47+01:00,-1,low,8892007,8814001,500,away,IC
2017-02-13 15:51:28+01:00,-1,low,8821006,8812005,4500,back,IC
2017-02-13 15:54:26+01:00,-1,medium,8812005,8891702,500,back,IC
2017-02-13 16:42:23+01:00,-1,medium,8811916,8811304,2100,away,IC
2017-02-13 16:55:45+01:00,-1,low,8833001,8833308,8300,away,P
2017-02-13 17:42:02+01:00,-1,medium,8813003,8814308,3200,back,IC
2017-02-13 18:03:18+01:00,-1,medium,8812005,8812070,32200,away,S
2017-02-13 18:03:27+01:00,-1,medium,8812005,8812021,32200,away,S
2017-02-13 18:03:31+01:00,-1,medium,8812021,8812047,32200,away,S
2017-02-13 18:03:35+01:00,-1,medium,8812047,8812062,32200,away,S
2017-02-13 18:03:39+01:00,-1,medium,8812062,8812070,32200,away,S
2017-02-13 18:03:44+01:00,-1,medium,8812070,8812112,32200,away,S
2017-02-13 18:16:04+01:00,-1,medium,8892007,8892031,8000,away,P
2017-02-13 18:16:12+01:00,-1,medium,8892031,8892056,8000,away,P
2017-02-13 18:16:21+01:00,-1,low,8892056,8891124,8000,away,P
2017-02-13 18:16:25+01:00,-1,low,8891124,8891009,8000,away,P
2017-02-13 18:16:29+01:00,-1,low,8891009,8891702,8000,away,P
2017-02-13 18:47:58+01:00,-1,medium,8812005,8895067,2200,back,IC
2017-02-13 19:03:42+01:00,-1,low,8895869,8814001,32200,away,S
2017-02-13 23:39:11+01:00,-1,low,8892007,8814001,500,away,IC
2017-02-14 05:27:04+01:00,-1,low,8831005,8831039,1500,back,IC
2017-02-14 05:27:16+01:00,-1,low,8831005,8814001,1500,back,IC
2017-02-14 07:04:41+01:00,-1,high,8833001,8819406,3600,back,IC
2017-02-14 07:04:45+01:00,-1,high,8833050,8833001,3600,back,IC
2017-02-14 07:33:05+01:00,-1,medium,8811536,8811304,817600,away,S
2017-02-14 07:40:52+01:00,-1,low,8841004,8400424,400,away,IC
2017-02-14 07:41:09+01:00,-1,high,8841004,8400424,400,away,IC
2017-02-14 07:57:03+01:00,-1,medium,8883311,8814001,7500,away,P
2017-02-14 07:58:00+01:00,-1,high,8821121,8813003,4500,back,IC
2017-02-14 07:59:47+01:00,-1,medium,8822269,8811189,11900,back,S
2017-02-14 08:22:33+01:00,-1,high,8841004,8843901,5300,away,IC
2017-02-14 08:42:43+01:00,-1,medium,8891009,8814001,2800,away,IC
2017-02-14 09:34:26+01:00,-1,medium,8833001,8841004,500,away,IC
2017-02-14 15:26:17+01:00,-1,low,8814001,8813003,3300,away,IC
2017-02-14 15:26:31+01:00,-1,low,8814001,8821006,3300,away,IC
2017-02-14 16:13:49+01:00,-1,high,8811189,8822004,3400,away,IC
2017-02-14 16:13:52+01:00,-1,high,8822004,8821600,3400,away,IC
2017-02-14 16:17:54+01:00,-1,medium,8813003,8892007,2800,back,IC
2017-02-14 16:49:41+01:00,-1,high,8896008,8896735,700,away,IC
2017-02-14 16:55:21+01:00,-1,medium,8811189,8821121,3100,away,IC
2017-02-14 17:14:41+01:00,-1,low,8892007,8893179,700,away,L
2017-02-14 17:24:58+01:00,-1,medium,8893120,8893211,700,away,L
2017-02-14 17:45:12+01:00,-1,medium,8812005,8812070,32200,away,S
2017-02-14 17:45:25+01:00,-1,medium,8812005,8812070,32200,away,S
2017-02-14 18:17:32+01:00,-1,high,8812005,8811528,86500,away,S
2017-02-14 20:46:09+01:00,-1,medium,8895802,8895000,2200,back,IC
2017-02-14 21:59:03+01:00,-1,low,8812005,8821121,3300,away,IC
2017-02-14 22:16:29+01:00,-1,low,8881166,8814001,1700,away,IC
2017-02-15 02:52:42+01:00,-1,medium,8891009,8891702,2300,back,IC
2017-02-15 02:53:00+01:00,-1,medium,8891009,8891702,2300,back,IC
2017-02-15 02:54:14+01:00,-1,medium,8891009,8891702,2300,back,IC
2017-02-15 06:09:10+01:00,-1,low,8891702,8892007,1800,away,IC
2017-02-15 06:09:15+01:00,-1,medium,8891702,8892007,1800,away,IC
2017-02-15 06:09:27+01:00,-1,low,8891009,8892007,1800,away,IC
2017-02-15 06:09:41+01:00,-1,medium,8892007,8893120,1800,away,IC
2017-02-15 07:31:42+01:00,-1,medium,8833001,8812005,7300,away,P
2017-02-15 07:40:40+01:00,-1,medium,8883311,8814001,7500,away,P
2017-02-15 08:11:53+01:00,-1,medium,8821006,8821121,2000,back,IC
2017-02-15 09:59:17+01:00,-1,low,8892007,8891009,2800,back,IC
2017-02-15 09:59:35+01:00,-1,low,8892007,8891140,2800,back,IC
2017-02-15 11:48:15+01:00,-1,low,8874609,8874716,4500,away,L
2017-02-15 11:48:22+01:00,-1,low,8874716,8874724,4500,away,L
2017-02-15 11:48:26+01:00,-1,low,8874724,8861150,4500,away,L
2017-02-15 11:48:30+01:00,-1,low,8861150,8861143,4500,away,L
2017-02-15 11:48:34+01:00,-1,low,8861143,8861135,4500,away,L
2017-02-15 11:48:37+01:00,-1,low,8861135,8861127,4500,away,L
2017-02-15 11:48:41+01:00,-1,low,8861127,8861119,4500,away,L
2017-02-15 11:48:45+01:00,-1,low,8861119,8863008,4500,away,L
2017-02-15 11:48:49+01:00,-1,low,8863008,8863115,4500,away,L
2017-02-15 12:26:22+01:00,-1,high,8821121,8821006,2900,back,IC
2017-02-15 12:30:52+01:00,-1,high,8891009,8891140,2800,away,IC
2017-02-15 12:38:04+01:00,-1,high,8814001,8883311,11900,away,S
2017-02-15 12:38:16+01:00,-1,medium,8814126,8814001,11900,away,S
2017-02-15 17:06:29+01:00,-1,medium,8814001,8892007,500,back,IC
2017-02-15 17:19:35+01:00,-1,high,8814001,8814258,8700,away,P
2017-02-15 17:19:59+01:00,-1,high,8892007,8833001,500,away,IC
2017-02-15 17:36:21+01:00,-1,low,8892007,8893013,1800,away,IC
2017-02-15 17:36:29+01:00,-1,medium,8891702,8892007,1800,away,IC
2017-02-15 17:57:48+01:00,-1,low,8861200,8863008,8600,away,P
2017-02-15 17:57:55+01:00,-1,low,8814001,8813003,8600,away,P
2017-02-15 18:20:44+01:00,-1,high,8891009,8892007,1500,away,IC
2017-02-15 18:29:12+01:00,-1,medium,8812005,8811916,86500,away,S
2017-02-15 18:29:18+01:00,-1,medium,8811916,8811304,86500,away,S
2017-02-15 18:29:25+01:00,-1,medium,8811304,8811411,86500,away,S
2017-02-15 18:29:29+01:00,-1,low,8811411,8811429,86500,away,S
2017-02-15 18:29:34+01:00,-1,low,8811429,8811437,86500,away,S
2017-02-15 18:29:39+01:00,-1,low,8811437,8811445,86500,away,S
2017-02-15 18:29:43+01:00,-1,low,8811445,8811460,86500,away,S
2017-02-15 18:29:47+01:00,-1,low,8811510,8811528,86500,away,S
2017-02-15 18:30:52+01:00,-1,low,8811528,8811536,86500,away,S
2017-02-15 18:30:57+01:00,-1,low,8811536,8811544,86500,away,S
2017-02-15 18:31:01+01:00,-1,low,8811544,8811601,86500,away,S
2017-02-15 18:39:23+01:00,-1,medium,8814001,8813003,1700,away,IC
2017-02-15 18:44:35+01:00,-1,high,8821006,8821600,2900,away,IC
2017-02-15 21:24:46+01:00,-1,low,8812005,8819406,3600,away,IC
2017-02-15 22:27:04+01:00,-1,low,8885068,8885001,900,away,IC
2017-02-15 22:27:15+01:00,-1,high,8885001,8884004,900,away,IC
2017-02-16 06:27:07+01:00,-1,low,8821717,8821600,4300,back,IC
2017-02-16 08:22:16+01:00,-1,high,8831005,8831112,4400,away,IC
2017-02-16 08:59:28+01:00,-1,low,8841202,8841004,1700,away,IC
2017-02-16 09:40:02+01:00,-1,medium,8833001,8814001,500,back,IC
2017-02-16 11:15:57+01:00,-1,low,8811411,8811304,42100,away,S
2017-02-16 13:49:42+01:00,-1,low,8892007,8892080,700,back,L
2017-02-16 13:49:47+01:00,-1,low,8892007,8892601,700,back,L
2017-02-16 14:42:30+01:00,-1,high,8821121,8892007,700,away,IC
2017-02-16 16:27:29+01:00,-1,medium,8814126,8814001,11900,away,S
2017-02-16 16:27:34+01:00,-1,medium,8814001,8883311,11900,away,S
2017-02-16 16:27:43+01:00,-1,high,8812005,8832375,1500,away,IC
2017-02-16 22:23:02+01:00,-1,low,8892007,8814001,500,away,IC
2017-02-16 22:23:07+01:00,-1,low,8891009,8892007,500,away,IC
2017-02-16 22:23:12+01:00,-1,low,8891702,8891009,500,away,IC
2017-02-16 23:08:33+01:00,-1,low,8821006,8813003,9200,back,IC
2017-02-16 23:09:04+01:00,-1,medium,8400058,8813003,9200,away,IC
2017-02-16 23:33:12+01:00,-1,low,8821907,8813003,3400,back,IC
2017-02-17 05:28:19+01:00,-1,low,8896149,8812005,400,away,IC
2017-02-17 08:12:04+01:00,-1,low,8814001,8892007,2800,back,IC
2017-02-17 09:04:27+01:00,-1,low,8812237,8812229,42100,back,S
2017-02-17 12:56:12+01:00,-1,high,8814001,8883311,11900,away,S
2017-02-17 12:56:16+01:00,-1,medium,8814126,8814001,11900,away,S
2017-02-17 12:56:22+01:00,-1,high,8814001,8883311,11900,away,S
2017-02-17 12:56:27+01:00,-1,high,8814001,8883311,11900,away,S
2017-02-17 12:56:31+01:00,-1,high,8814001,8883311,11900,away,S
2017-02-17 12:56:36+01:00,-1,high,8814001,8883311,11900,away,S
2017-02-17 15:37:44+01:00,-1,medium,8892007,8896008,8900,back,P
2017-02-17 15:38:04+01:00,-1,high,8892007,8896008,8900,back,P
2017-02-17 15:43:12+01:00,-1,low,8883311,8814431,53300,away,S
2017-02-17 15:43:29+01:00,-1,low,8821907,8821600,3400,back,IC
2017-02-17 16:11:24+01:00,-1,low,8811676,8811601,88600,away,S
2017-02-17 16:12:26+01:00,-1,high,8892007,8896149,400,back,IC
2017-02-17 16:18:31+01:00,-1,medium,8892007,8896149,700,away,IC
2017-02-17 16:41:08+01:00,-1,high,8863008,8864006,8600,away,P
2017-02-17 16:50:39+01:00,-1,medium,8892007,8896503,8000,away,P
2017-02-17 17:03:54+01:00,-1,high,8892007,8821006,1800,away,IC
2017-02-17 17:55:49+01:00,-1,low,8896008,8896800,8900,back,P
2017-02-17 20:54:21+01:00,-1,high,8813003,8814001,3100,back,IC
2017-02-18 10:43:43+01:00,-1,high,8819406,8833001,2600,away,IC
2017-02-18 11:07:05+01:00,-1,low,8892007,8821006,700,back,IC
2017-02-18 11:44:19+01:00,-1,medium,8892106,8892007,800,away,L
2017-02-18 12:08:07+01:00,-1,medium,8833001,8821600,2800,back,L
2017-02-18 13:00:35+01:00,-1,low,8821600,8832045,2800,back,L
2017-02-18 14:06:19+01:00,-1,high,8812005,8811221,3100,back,IC
2017-02-18 15:59:41+01:00,-1,high,8814001,8883808,23700,back,S
2017-02-18 16:02:06+01:00,-1,high,8821006,8819406,9200,back,IC
2017-02-18 17:05:48+01:00,-1,low,8813003,8891645,1500,back,IC
2017-02-18 17:05:52+01:00,-1,high,8813003,8891645,1500,back,IC
2017-02-18 17:05:56+01:00,-1,medium,8813003,8891645,1500,back,IC
2017-02-18 18:37:38+01:00,-1,high,8892007,8896115,800,back,L
2017-02-18 19:35:29+01:00,-1,high,8833001,8892007,500,back,IC
2017-02-18 21:56:01+01:00,-1,high,8821857,8821832,2800,back,L
2017-02-18 23:54:18+01:00,-1,high,8883808,8814308,3300,away,IC
2017-02-18 23:54:30+01:00,-1,high,8814308,8814001,3300,away,IC
2017-02-18 23:59:00+01:00,-1,low,8813003,8400058,9200,away,IC
2017-02-19 07:03:48+01:00,-1,high,8814001,8885001,1900,back,IC
2017-02-19 11:06:49+01:00,-1,low,8891645,8891009,1600,away,IC
2017-02-19 14:41:18+01:00,-1,low,8814001,8883113,3700,back,IC
2017-02-19 16:31:22+01:00,-1,medium,8891140,8892007,1500,away,IC
2017-02-19 16:31:26+01:00,-1,medium,8892007,8814001,1500,away,IC
2017-02-19 16:53:33+01:00,-1,low,8814001,8775500,9800,back,TGV
2017-02-19 16:53:51+01:00,-1,medium,8727149,8711184,9800,back,TGV
2017-02-19 17:19:37+01:00,-1,medium,8896503,8892007,700,back,IC
2017-02-19 17:55:28+01:00,-1,high,8896008,8892007,700,back,IC
2017-02-19 17:58:07+01:00,-1,high,8814001,8883006,3700,back,IC
2017-02-19 18:10:09+01:00,-1,high,8841004,8813003,500,back,IC
2017-02-19 18:19:00+01:00,-1,low,8892205,8891314,3600,back,IC
2017-02-19 18:19:10+01:00,-1,high,8892205,8891314,3600,back,IC
2017-02-19 19:28:52+01:00,-1,high,8892007,8814001,1500,away,IC
2017-02-19 19:53:31+01:00,-1,low,8821907,8821600,3400,back,IC
2017-02-19 21:14:08+01:00,-1,low,8833001,8821006,2600,back,IC
2017-02-20 00:24:55+01:00,-1,high,8891009,8891140,1500,away,IC
2017-02-20 06:53:22+01:00,-1,high,8833001,8814001,1700,back,IC
2017-02-20 06:55:01+01:00,-1,medium,8863008,8861200,2400,back,
2017-02-20 06:55:28+01:00,-1,low,8863008,8861200,7600,away,
2017-02-20 06:55:43+01:00,-1,high,8812005,8811916,2400,away,
2017-02-20 07:23:27+01:00,-1,high,8831765,8831781,2300,back,
2017-02-20 08:02:16+01:00,-1,high,8822269,8812005,11900,back,S
2017-02-20 08:02:43+01:00,-1,high,8811189,8812005,11900,back,S
2017-02-20 10:09:58+01:00,-1,high,8812005,8811601,2000,back,IC
2017-02-20 11:25:28+01:00,-1,low,8892007,8892254,3600,back,IC
2017-02-20 12:19:21+01:00,-1,medium,8813003,8812005,2800,away,IC
2017-02-20 15:58:21+01:00,-1,medium,8812005,8822004,3100,away,IC
2017-02-20 16:14:06+01:00,-1,low,8892007,8891009,1800,back,IC
2017-02-20 17:12:54+01:00,-1,high,8831039,8831005,1500,away,IC
2017-02-20 17:12:58+01:00,-1,high,8833001,8833308,1500,away,IC
2017-02-20 17:13:05+01:00,-1,high,8812005,8833001,1500,away,IC
2017-02-20 17:13:10+01:00,-1,high,8813003,8812005,1500,away,IC
2017-02-20 17:18:00+01:00,-1,high,8822004,8822459,2700,back,L
2017-02-20 17:21:26+01:00,-1,high,8814001,8814308,1900,back,
2017-02-20 17:21:31+01:00,-1,medium,8813003,8814001,1900,back,
2017-02-20 17:21:36+01:00,-1,low,8812005,8813003,1900,back,
2017-02-20 17:28:11+01:00,-1,high,8833001,8833209,2900,back,IC
2017-02-20 17:48:48+01:00,-1,medium,8812005,8812021,32200,away,S
2017-02-20 17:49:21+01:00,-1,medium,8812021,8812047,32200,away,S
2017-02-20 17:52:22+01:00,-1,medium,8814001,8811528,83900,away,S
2017-02-20 18:25:21+01:00,-1,high,8812005,8833001,1500,away,IC
2017-02-20 18:35:56+01:00,-1,high,8813003,8833001,1500,away,IC
2017-02-20 20:22:29+01:00,-1,high,8891009,8891140,2800,away,IC
2017-02-21 07:20:24+01:00,-1,high,8833209,8814001,7300,away,P
2017-02-21 07:49:00+01:00,-1,high,8833670,8833001,3600,back,IC
2017-02-21 08:02:11+01:00,-1,high,8812062,8812047,32200,back,S
2017-02-21 08:02:36+01:00,-1,high,8833605,8833308,7400,away,P
2017-02-21 08:29:03+01:00,-1,medium,8893120,8814001,7000,away,P
2017-02-21 08:30:15+01:00,-1,medium,8886348,8886009,3200,away,IC
2017-02-21 08:30:24+01:00,-1,medium,8886009,8883436,3200,away,IC
2017-02-21 08:31:33+01:00,-1,medium,8883436,8883311,3200,away,IC
2017-02-21 08:42:26+01:00,-1,high,8811221,8811916,93200,back,S
2017-02-21 08:42:43+01:00,-1,high,8833001,8812005,7400,away,P
2017-02-21 14:57:58+01:00,-1,low,8814001,8892007,400,back,IC
2017-02-21 15:12:52+01:00,-1,low,8841202,8841400,1700,back,IC
2017-02-21 15:13:09+01:00,-1,medium,8841004,8841202,1700,back,IC
2017-02-21 15:33:30+01:00,-1,low,8892007,8894201,400,back,IC
2017-02-21 16:43:08+01:00,-1,high,8812005,8841202,400,away,IC
2017-02-21 16:58:47+01:00,-1,low,8814308,8814423,53500,away,S
2017-02-21 17:10:59+01:00,-1,high,8892007,8833001,500,away,IC
2017-02-21 17:31:55+01:00,-1,low,8892205,8891314,800,back,IC
2017-02-21 18:44:26+01:00,-1,medium,8895802,8895844,1500,away,
2017-02-21 18:44:43+01:00,-1,medium,8821121,8822004,2000,back,
2017-02-21 18:57:24+01:00,-1,medium,8892007,8833001,400,away,IC
2017-02-21 22:35:54+01:00,-1,low,8891702,8891009,500,away,IC
2017-02-21 22:36:14+01:00,-1,low,8813003,8812005,500,away,IC
2017-02-21 22:36:18+01:00,-1,low,8812005,8833001,500,away,IC
2017-02-21 22:37:36+01:00,-1,low,8821121,8821006,11900,away,S
2017-02-21 22:46:06+01:00,-1,low,8833001,8833308,1500,away,IC
2017-02-21 22:46:44+01:00,-1,low,8892007,8814001,500,away,IC
2017-02-22 01:30:10+01:00,-1,medium,8813003,8891009,500,back,IC
2017-02-22 06:55:35+01:00,-1,medium,8814001,8891009,1500,back,IC
2017-02-22 07:11:14+01:00,-1,high,8833605,8833001,1500,back,IC
2017-02-22 07:20:09+01:00,-1,low,8811601,8811544,86500,back,S
2017-02-22 07:33:22+01:00,-1,low,8811544,8811528,86500,back,S
2017-02-22 07:33:28+01:00,-1,low,8811528,8811460,86500,back,S
2017-02-22 07:47:44+01:00,-1,medium,8891009,8892007,1800,away,IC
2017-02-22 07:49:50+01:00,-1,low,8811460,8811437,86500,back,S
2017-02-22 07:49:54+01:00,-1,medium,8811437,8811429,86500,back,S
2017-02-22 07:50:00+01:00,-1,medium,8811429,8811411,86500,back,S
2017-02-22 07:57:44+01:00,-1,medium,8811304,8811916,86500,back,S
2017-02-22 07:57:58+01:00,-1,medium,8811916,8812005,86500,back,S
2017-02-22 08:57:01+01:00,-1,high,8813003,8814001,23700,back,S
2017-02-22 09:29:18+01:00,-1,medium,8832409,8821717,4300,back,IC
2017-02-22 10:06:47+01:00,-1,low,8821311,8821006,11700,away,S
2017-02-22 10:26:09+01:00,-1,low,8821121,8822004,700,back,IC
2017-02-22 11:36:52+01:00,-1,low,8831807,8833605,1500,back,IC
2017-02-22 11:37:04+01:00,-1,low,8831807,8833605,1500,back,IC
2017-02-22 11:37:10+01:00,-1,low,8831807,8833605,1500,back,IC
2017-02-22 11:37:26+01:00,-1,low,8831807,8833605,1500,back,IC
2017-02-22 13:15:39+01:00,-1,high,8821006,8821105,1800,away,IC
2017-02-22 13:56:30+01:00,-1,low,8892007,8896008,400,back,IC
2017-02-22 14:40:03+01:00,-1,low,8893559,8893401,4100,away,IC
2017-02-22 15:34:34+01:00,-1,low,8814001,8813003,500,away,IC
2017-02-22 16:19:54+01:00,-1,medium,8811213,8812005,23700,back,S
2017-02-22 16:21:01+01:00,-1,high,8812005,8811221,2000,back,IC
